,,,,,2000,2010,2020,2030,2040,2050
WesternAf,Corn,SPA0,SSP2,scenRCPref,175,211,340,500,643,720
WesternAf,Cott,SPA0,SSP2,scenRCPref,8,15,32,53,71,84
WesternAf,Gnut,SPA0,SSP2,scenRCPref,35,66,144,240,319,377
WesternAf,Pota,SPA0,SSP2,scenRCPref,11,18,36,59,77,91
WesternAf,Rice,SPA0,SSP2,scenRCPref,5,8,16,26,34,37
WesternAf,SugC,SPA0,SSP2,scenRCPref,50,84,169,272,358,422
WesternAf,Sunf,SPA0,SSP2,scenRCPref,0,0,1,2,2,2
WesternAf,SwPo,SPA0,SSP2,scenRCPref,0,0,1,1,2,2
WesternAf,Whea,SPA0,SSP2,scenRCPref,19,21,30,41,52,56
TurkeyReg,Barl,SPA0,SSP2,scenRCPref,3867,4380,5042,5631,6092,6373
TurkeyReg,BeaD,SPA0,SSP2,scenRCPref,11,13,16,18,20,22
TurkeyReg,Cass,SPA0,SSP2,scenRCPref,34,77,132,189,220,239
TurkeyReg,ChkP,SPA0,SSP2,scenRCPref,90,109,133,155,172,182
TurkeyReg,Corn,SPA0,SSP2,scenRCPref,537,599,671,753,822,860
TurkeyReg,Cott,SPA0,SSP2,scenRCPref,22,27,34,41,46,49
TurkeyReg,Gnut,SPA0,SSP2,scenRCPref,2,2,2,3,3,3
TurkeyReg,Pota,SPA0,SSP2,scenRCPref,156,357,611,871,1014,1104
TurkeyReg,Rape,SPA0,SSP2,scenRCPref,4,4,5,7,7,8
TurkeyReg,Soya,SPA0,SSP2,scenRCPref,191,211,235,263,287,299
TurkeyReg,SugC,SPA0,SSP2,scenRCPref,4,9,15,21,24,27
TurkeyReg,Sunf,SPA0,SSP2,scenRCPref,360,447,561,672,750,797
TurkeyReg,Whea,SPA0,SSP2,scenRCPref,207,229,252,280,305,319
UkraineReg,Barl,SPA0,SSP2,scenRCPref,978,792,759,734,728,720
UkraineReg,BeaD,SPA0,SSP2,scenRCPref,16,27,45,66,80,90
UkraineReg,ChkP,SPA0,SSP2,scenRCPref,0,1,1,1,2,2
UkraineReg,Corn,SPA0,SSP2,scenRCPref,489,400,388,381,382,382
UkraineReg,Mill,SPA0,SSP2,scenRCPref,25,27,37,48,56,63
UkraineReg,Pota,SPA0,SSP2,scenRCPref,1975,1640,1607,1591,1602,1602
UkraineReg,Rape,SPA0,SSP2,scenRCPref,13,11,10,11,11,11
UkraineReg,Soya,SPA0,SSP2,scenRCPref,9,15,26,37,45,53
UkraineReg,Srgh,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
UkraineReg,SugC,SPA0,SSP2,scenRCPref,8,7,7,7,7,7
UkraineReg,Sunf,SPA0,SSP2,scenRCPref,253,209,207,207,210,213
UkraineReg,Whea,SPA0,SSP2,scenRCPref,888,720,691,670,666,660
USAReg,Corn,SPA0,SSP2,scenRCPref,16005,17881,19447,21577,23198,24559
USAReg,Soya,SPA0,SSP2,scenRCPref,6887,7701,8375,9288,9982,10565
USAReg,Whea,SPA0,SSP2,scenRCPref,2069,2316,2519,2792,2999,3174
