,,,,,2000,2010,2020,2030,2040,2050
SouthernAf,Sunf,SPA0,SSP2,scenRCPref,3,9,19,29,40,48
SouthernAf,SwPo,SPA0,SSP2,scenRCPref,18,49,100,152,209,252
WesternAf,Barl,SPA0,SSP2,scenRCPref,0,0,1,1,2,2
WesternAf,BeaD,SPA0,SSP2,scenRCPref,5,53,147,251,339,401
WesternAf,Cass,SPA0,SSP2,scenRCPref,3118,4245,7108,10398,13226,15189
WesternAf,ChkP,SPA0,SSP2,scenRCPref,0,5,14,24,33,39
WesternAf,Corn,SPA0,SSP2,scenRCPref,423,542,947,1422,1922,2160
WesternAf,Cott,SPA0,SSP2,scenRCPref,30,47,86,130,169,195
WesternAf,Gnut,SPA0,SSP2,scenRCPref,137,211,387,587,762,879
WesternAf,Pota,SPA0,SSP2,scenRCPref,43,58,98,143,181,208
WesternAf,Rice,SPA0,SSP2,scenRCPref,61,90,169,249,338,370
WesternAf,SugC,SPA0,SSP2,scenRCPref,198,269,451,660,839,964
WesternAf,Sunf,SPA0,SSP2,scenRCPref,1,1,2,4,5,6
WesternAf,SwPo,SPA0,SSP2,scenRCPref,1,1,2,3,4,5
WesternAf,Whea,SPA0,SSP2,scenRCPref,23,32,62,93,128,141
TurkeyReg,Barl,SPA0,SSP2,scenRCPref,1126,1279,1481,1688,1858,1940
TurkeyReg,BeaD,SPA0,SSP2,scenRCPref,3,4,5,6,6,7
TurkeyReg,Cass,SPA0,SSP2,scenRCPref,15,35,59,84,98,107
TurkeyReg,ChkP,SPA0,SSP2,scenRCPref,26,32,39,46,52,55
TurkeyReg,Corn,SPA0,SSP2,scenRCPref,861,974,1070,1179,1276,1337
TurkeyReg,Cott,SPA0,SSP2,scenRCPref,9,11,13,16,18,19
TurkeyReg,Gnut,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
TurkeyReg,Pota,SPA0,SSP2,scenRCPref,71,161,271,387,454,494
TurkeyReg,Rape,SPA0,SSP2,scenRCPref,1,2,2,3,3,3
TurkeyReg,Soya,SPA0,SSP2,scenRCPref,329,370,404,443,479,502
TurkeyReg,SugC,SPA0,SSP2,scenRCPref,2,4,7,9,11,12
TurkeyReg,Sunf,SPA0,SSP2,scenRCPref,140,174,216,261,295,313
TurkeyReg,Whea,SPA0,SSP2,scenRCPref,381,427,462,504,543,568
UkraineReg,Barl,SPA0,SSP2,scenRCPref,368,291,267,256,255,253
UkraineReg,BeaD,SPA0,SSP2,scenRCPref,11,17,26,35,42,46
UkraineReg,ChkP,SPA0,SSP2,scenRCPref,0,0,1,1,1,1
UkraineReg,Corn,SPA0,SSP2,scenRCPref,202,161,148,144,144,144
UkraineReg,Mill,SPA0,SSP2,scenRCPref,37,31,31,33,35,37
UkraineReg,Pota,SPA0,SSP2,scenRCPref,801,648,603,591,596,596
UkraineReg,Rape,SPA0,SSP2,scenRCPref,6,5,4,4,4,4
UkraineReg,Soya,SPA0,SSP2,scenRCPref,2,3,6,10,12,14
UkraineReg,Srgh,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
UkraineReg,SugC,SPA0,SSP2,scenRCPref,3,3,2,2,2,2
UkraineReg,Sunf,SPA0,SSP2,scenRCPref,118,94,87,86,87,87
UkraineReg,Whea,SPA0,SSP2,scenRCPref,339,269,246,237,236,235
USAReg,Corn,SPA0,SSP2,scenRCPref,23188,20480,21010,23547,26461,29042
USAReg,Soya,SPA0,SSP2,scenRCPref,9107,8057,8287,9279,10418,11434
USAReg,Whea,SPA0,SSP2,scenRCPref,2462,2183,2253,2519,2825,3101
