Var,Unit,Reg,Item,Macro,Year,Val
CONS,1000 t,FSU,SGMEAT,SSP2,2020,863.248
FOOD,1000 t,FSU,SGMEAT,SSP2,2020,846.614
PROD,1000 t,FSU,SGMEAT,SSP2,2020,1007.824
OTHU,1000 t,FSU,SGMEAT,SSP2,2020,16.634
CONS,1000 t,BRA,SGMEAT,SSP2,2020,162.186
FOOD,1000 t,BRA,SGMEAT,SSP2,2020,160.831
PROD,1000 t,BRA,SGMEAT,SSP2,2020,191.603
OTHU,1000 t,BRA,SGMEAT,SSP2,2020,1.355
CONS,1000 t,CAN,SGMEAT,SSP2,2020,38.488
FOOD,1000 t,CAN,SGMEAT,SSP2,2020,37.033
PROD,1000 t,CAN,SGMEAT,SSP2,2020,50.236
OTHU,1000 t,CAN,SGMEAT,SSP2,2020,1.454
CONS,1000 t,CHN,SGMEAT,SSP2,2020,4252.337
FOOD,1000 t,CHN,SGMEAT,SSP2,2020,4216.797
PROD,1000 t,CHN,SGMEAT,SSP2,2020,4174.136
OTHU,1000 t,CHN,SGMEAT,SSP2,2020,35.54
CONS,1000 t,IND,SGMEAT,SSP2,2020,1343.207
FOOD,1000 t,IND,SGMEAT,SSP2,2020,1331.988
PROD,1000 t,IND,SGMEAT,SSP2,2020,1342.32
OTHU,1000 t,IND,SGMEAT,SSP2,2020,11.219
CONS,1000 t,WLD,SGMEAT,SSP2,2020,15765.897
FOOD,1000 t,WLD,SGMEAT,SSP2,2020,15368.557
PROD,1000 t,WLD,SGMEAT,SSP2,2020,15765.897
OTHU,1000 t,WLD,SGMEAT,SSP2,2020,397.339
CONS,1000 t,OSA,SGMEAT,SSP2,2020,550.345
FOOD,1000 t,OSA,SGMEAT,SSP2,2020,532.143
PROD,1000 t,OSA,SGMEAT,SSP2,2020,646.188
OTHU,1000 t,OSA,SGMEAT,SSP2,2020,18.203
CONS,1000 t,EUR,SGMEAT,SSP2,2020,1673.654
FOOD,1000 t,EUR,SGMEAT,SSP2,2020,1603.829
PROD,1000 t,EUR,SGMEAT,SSP2,2020,1574.632
OTHU,1000 t,EUR,SGMEAT,SSP2,2020,69.824
CONS,1000 t,MEN,SGMEAT,SSP2,2020,2437.208
FOOD,1000 t,MEN,SGMEAT,SSP2,2020,2406.624
PROD,1000 t,MEN,SGMEAT,SSP2,2020,2026.272
OTHU,1000 t,MEN,SGMEAT,SSP2,2020,30.584
CONS,1000 t,SSA,SGMEAT,SSP2,2020,2285.033
FOOD,1000 t,SSA,SGMEAT,SSP2,2020,2265.957
PROD,1000 t,SSA,SGMEAT,SSP2,2020,2117.043
OTHU,1000 t,SSA,SGMEAT,SSP2,2020,19.076
CONS,1000 t,SEA,SGMEAT,SSP2,2020,489.882
FOOD,1000 t,SEA,SGMEAT,SSP2,2020,485.135
PROD,1000 t,SEA,SGMEAT,SSP2,2020,373.158
OTHU,1000 t,SEA,SGMEAT,SSP2,2020,4.747
CONS,1000 t,OAS,SGMEAT,SSP2,2020,888.984
FOOD,1000 t,OAS,SGMEAT,SSP2,2020,881.291
PROD,1000 t,OAS,SGMEAT,SSP2,2020,846.71
OTHU,1000 t,OAS,SGMEAT,SSP2,2020,7.693
CONS,1000 t,ANZ,SOYA,SSP2,2020,428.622
FEED,1000 t,ANZ,SOYA,SSP2,2020,362.793
FOOD,1000 t,ANZ,SOYA,SSP2,2020,38.899
PROD,1000 t,ANZ,SOYA,SSP2,2020,134.812
OTHU,1000 t,ANZ,SOYA,SSP2,2020,26.93
CONS,1000 t dm,ANZ,SOYA,SSP2,2020,385.76
FEED,1000 t dm,ANZ,SOYA,SSP2,2020,326.514
FOOD,1000 t dm,ANZ,SOYA,SSP2,2020,35.009
PROD,1000 t dm,ANZ,SOYA,SSP2,2020,121.331
OTHU,1000 t dm,ANZ,SOYA,SSP2,2020,24.237
CONS,1000 t,USA,SOYA,SSP2,2020,51120.679
FEED,1000 t,USA,SOYA,SSP2,2020,32627.631
FOOD,1000 t,USA,SOYA,SSP2,2020,7161.826
PROD,1000 t,USA,SOYA,SSP2,2020,109462.61
OTHU,1000 t,USA,SOYA,SSP2,2020,11331.223
CONS,1000 t dm,USA,SOYA,SSP2,2020,46008.611
FEED,1000 t dm,USA,SOYA,SSP2,2020,29364.868
FOOD,1000 t dm,USA,SOYA,SSP2,2020,6445.643
PROD,1000 t dm,USA,SOYA,SSP2,2020,98516.349
OTHU,1000 t dm,USA,SOYA,SSP2,2020,10198.1
CONS,1000 t,FSU,SOYA,SSP2,2020,1685.922
FEED,1000 t,FSU,SOYA,SSP2,2020,980.707
FOOD,1000 t,FSU,SOYA,SSP2,2020,250.527
PROD,1000 t,FSU,SOYA,SSP2,2020,1057.652
OTHU,1000 t,FSU,SOYA,SSP2,2020,454.689
CONS,1000 t dm,FSU,SOYA,SSP2,2020,1517.33
FEED,1000 t dm,FSU,SOYA,SSP2,2020,882.636
FOOD,1000 t dm,FSU,SOYA,SSP2,2020,225.474
PROD,1000 t dm,FSU,SOYA,SSP2,2020,951.887
OTHU,1000 t dm,FSU,SOYA,SSP2,2020,409.22
CONS,1000 t,BRA,SOYA,SSP2,2020,21962.476
FEED,1000 t,BRA,SOYA,SSP2,2020,11889.433
FOOD,1000 t,BRA,SOYA,SSP2,2020,4621.489
PROD,1000 t,BRA,SOYA,SSP2,2020,76831.671
OTHU,1000 t,BRA,SOYA,SSP2,2020,5451.555
CONS,1000 t dm,BRA,SOYA,SSP2,2020,19766.229
FEED,1000 t dm,BRA,SOYA,SSP2,2020,10700.49
FOOD,1000 t dm,BRA,SOYA,SSP2,2020,4159.34
PROD,1000 t dm,BRA,SOYA,SSP2,2020,69148.504
OTHU,1000 t dm,BRA,SOYA,SSP2,2020,4906.399
CONS,1000 t,CAN,SOYA,SSP2,2020,3353.689
FEED,1000 t,CAN,SOYA,SSP2,2020,2773.442
FOOD,1000 t,CAN,SOYA,SSP2,2020,234.536
PROD,1000 t,CAN,SOYA,SSP2,2020,2649.73
OTHU,1000 t,CAN,SOYA,SSP2,2020,345.711
CONS,1000 t dm,CAN,SOYA,SSP2,2020,3018.32
FEED,1000 t dm,CAN,SOYA,SSP2,2020,2496.097
FOOD,1000 t dm,CAN,SOYA,SSP2,2020,211.083
PROD,1000 t dm,CAN,SOYA,SSP2,2020,2384.757
OTHU,1000 t dm,CAN,SOYA,SSP2,2020,311.14
CONS,1000 t,CHN,SOYA,SSP2,2020,80460.328
FEED,1000 t,CHN,SOYA,SSP2,2020,36476.23
FOOD,1000 t,CHN,SOYA,SSP2,2020,21992.049
PROD,1000 t,CHN,SOYA,SSP2,2020,305.481
OTHU,1000 t,CHN,SOYA,SSP2,2020,21992.049
CONS,1000 t dm,CHN,SOYA,SSP2,2020,72414.295
FEED,1000 t dm,CHN,SOYA,SSP2,2020,32828.607
FOOD,1000 t dm,CHN,SOYA,SSP2,2020,19792.844
PROD,1000 t dm,CHN,SOYA,SSP2,2020,274.933
OTHU,1000 t dm,CHN,SOYA,SSP2,2020,19792.844
CONS,1000 t,IND,SOYA,SSP2,2020,11576.355
FEED,1000 t,IND,SOYA,SSP2,2020,3559.121
FOOD,1000 t,IND,SOYA,SSP2,2020,5147.503
PROD,1000 t,IND,SOYA,SSP2,2020,14950.066
OTHU,1000 t,IND,SOYA,SSP2,2020,2869.73
CONS,1000 t dm,IND,SOYA,SSP2,2020,10418.72
FEED,1000 t dm,IND,SOYA,SSP2,2020,3203.209
FOOD,1000 t dm,IND,SOYA,SSP2,2020,4632.753
PROD,1000 t dm,IND,SOYA,SSP2,2020,13455.059
OTHU,1000 t dm,IND,SOYA,SSP2,2020,2582.757
CONS,1000 t,WLD,SOYA,SSP2,2020,271620.581
FEED,1000 t,WLD,SOYA,SSP2,2020,152342.465
FOOD,1000 t,WLD,SOYA,SSP2,2020,55385.963
PROD,1000 t,WLD,SOYA,SSP2,2020,271620.581
OTHU,1000 t,WLD,SOYA,SSP2,2020,63892.153
CONS,1000 t dm,WLD,SOYA,SSP2,2020,244458.523
FEED,1000 t dm,WLD,SOYA,SSP2,2020,137108.219
FOOD,1000 t dm,WLD,SOYA,SSP2,2020,49847.367
PROD,1000 t dm,WLD,SOYA,SSP2,2020,244458.523
OTHU,1000 t dm,WLD,SOYA,SSP2,2020,57502.938
CONS,1000 t,OSA,SOYA,SSP2,2020,24895.841
FEED,1000 t,OSA,SOYA,SSP2,2020,11660.66
FOOD,1000 t,OSA,SOYA,SSP2,2020,2406.419
PROD,1000 t,OSA,SOYA,SSP2,2020,59562.952
OTHU,1000 t,OSA,SOYA,SSP2,2020,10828.762
CONS,1000 t dm,OSA,SOYA,SSP2,2020,22406.257
FEED,1000 t dm,OSA,SOYA,SSP2,2020,10494.594
FOOD,1000 t dm,OSA,SOYA,SSP2,2020,2165.777
PROD,1000 t dm,OSA,SOYA,SSP2,2020,53606.657
OTHU,1000 t dm,OSA,SOYA,SSP2,2020,9745.885
CONS,1000 t,EUR,SOYA,SSP2,2020,30788.352
FEED,1000 t,EUR,SOYA,SSP2,2020,25207.873
FOOD,1000 t,EUR,SOYA,SSP2,2020,1753.882
PROD,1000 t,EUR,SOYA,SSP2,2020,1062.812
OTHU,1000 t,EUR,SOYA,SSP2,2020,3826.596
CONS,1000 t dm,EUR,SOYA,SSP2,2020,27709.517
FEED,1000 t dm,EUR,SOYA,SSP2,2020,22687.086
FOOD,1000 t dm,EUR,SOYA,SSP2,2020,1578.494
PROD,1000 t dm,EUR,SOYA,SSP2,2020,956.531
OTHU,1000 t dm,EUR,SOYA,SSP2,2020,3443.937
CONS,1000 t,MEN,SOYA,SSP2,2020,10128.785
FEED,1000 t,MEN,SOYA,SSP2,2020,7731.942
FOOD,1000 t,MEN,SOYA,SSP2,2020,1199.229
PROD,1000 t,MEN,SOYA,SSP2,2020,429.563
OTHU,1000 t,MEN,SOYA,SSP2,2020,1197.614
CONS,1000 t dm,MEN,SOYA,SSP2,2020,9115.906
FEED,1000 t dm,MEN,SOYA,SSP2,2020,6958.747
FOOD,1000 t dm,MEN,SOYA,SSP2,2020,1079.306
PROD,1000 t dm,MEN,SOYA,SSP2,2020,386.606
OTHU,1000 t dm,MEN,SOYA,SSP2,2020,1077.853
CONS,1000 t,SSA,SOYA,SSP2,2020,2984.407
FEED,1000 t,SSA,SOYA,SSP2,2020,171.542
FOOD,1000 t,SSA,SOYA,SSP2,2020,1837.704
PROD,1000 t,SSA,SOYA,SSP2,2020,2238.281
OTHU,1000 t,SSA,SOYA,SSP2,2020,975.161
CONS,1000 t dm,SSA,SOYA,SSP2,2020,2685.967
FEED,1000 t dm,SSA,SOYA,SSP2,2020,154.387
FOOD,1000 t dm,SSA,SOYA,SSP2,2020,1653.934
PROD,1000 t dm,SSA,SOYA,SSP2,2020,2014.453
OTHU,1000 t dm,SSA,SOYA,SSP2,2020,877.645
CONS,1000 t,SEA,SOYA,SSP2,2020,29695.938
FEED,1000 t,SEA,SOYA,SSP2,2020,18174.272
FOOD,1000 t,SEA,SOYA,SSP2,2020,7736.669
PROD,1000 t,SEA,SOYA,SSP2,2020,2892.31
OTHU,1000 t,SEA,SOYA,SSP2,2020,3784.996
CONS,1000 t dm,SEA,SOYA,SSP2,2020,26726.344
FEED,1000 t dm,SEA,SOYA,SSP2,2020,16356.845
FOOD,1000 t dm,SEA,SOYA,SSP2,2020,6963.002
PROD,1000 t dm,SEA,SOYA,SSP2,2020,2603.079
OTHU,1000 t dm,SEA,SOYA,SSP2,2020,3406.497
CONS,1000 t,OAS,SOYA,SSP2,2020,2539.186
FEED,1000 t,OAS,SOYA,SSP2,2020,726.819
FOOD,1000 t,OAS,SOYA,SSP2,2020,1005.231
PROD,1000 t,OAS,SOYA,SSP2,2020,42.641
OTHU,1000 t,OAS,SOYA,SSP2,2020,807.136
CONS,1000 t dm,OAS,SOYA,SSP2,2020,2285.268
FEED,1000 t dm,OAS,SOYA,SSP2,2020,654.137
FOOD,1000 t dm,OAS,SOYA,SSP2,2020,904.708
PROD,1000 t dm,OAS,SOYA,SSP2,2020,38.376
OTHU,1000 t dm,OAS,SOYA,SSP2,2020,726.423
CONS,1000 t,ANZ,SRGH,SSP2,2020,2588.613
FEED,1000 t,ANZ,SRGH,SSP2,2020,2477.382
PROD,1000 t,ANZ,SRGH,SSP2,2020,2535.038
OTHU,1000 t,ANZ,SRGH,SSP2,2020,111.231
CONS,1000 t dm,ANZ,SRGH,SSP2,2020,2303.866
FEED,1000 t dm,ANZ,SRGH,SSP2,2020,2204.87
PROD,1000 t dm,ANZ,SRGH,SSP2,2020,2256.184
OTHU,1000 t dm,ANZ,SRGH,SSP2,2020,98.996
CONS,1000 t,USA,SRGH,SSP2,2020,9122.311
FEED,1000 t,USA,SRGH,SSP2,2020,8189.879
FOOD,1000 t,USA,SRGH,SSP2,2020,348.005
PROD,1000 t,USA,SRGH,SSP2,2020,21296.177
OTHU,1000 t,USA,SRGH,SSP2,2020,584.427
CONS,1000 t dm,USA,SRGH,SSP2,2020,8118.857
FEED,1000 t dm,USA,SRGH,SSP2,2020,7288.993
FOOD,1000 t dm,USA,SRGH,SSP2,2020,309.725
PROD,1000 t dm,USA,SRGH,SSP2,2020,18953.597
OTHU,1000 t dm,USA,SRGH,SSP2,2020,520.14
CONS,1000 t,FSU,SRGH,SSP2,2020,87.678
FEED,1000 t,FSU,SRGH,SSP2,2020,79.896
PROD,1000 t,FSU,SRGH,SSP2,2020,151.645
OTHU,1000 t,FSU,SRGH,SSP2,2020,7.782
CONS,1000 t dm,FSU,SRGH,SSP2,2020,78.034
FEED,1000 t dm,FSU,SRGH,SSP2,2020,71.108
PROD,1000 t dm,FSU,SRGH,SSP2,2020,134.964
OTHU,1000 t dm,FSU,SRGH,SSP2,2020,6.926
CONS,1000 t,BRA,SRGH,SSP2,2020,1493.763
FEED,1000 t,BRA,SRGH,SSP2,2020,1383.533
PROD,1000 t,BRA,SRGH,SSP2,2020,345.507
OTHU,1000 t,BRA,SRGH,SSP2,2020,110.23
CONS,1000 t dm,BRA,SRGH,SSP2,2020,1329.449
FEED,1000 t dm,BRA,SRGH,SSP2,2020,1231.344
PROD,1000 t dm,BRA,SRGH,SSP2,2020,307.501
OTHU,1000 t dm,BRA,SRGH,SSP2,2020,98.105
CONS,1000 t,CAN,SRGH,SSP2,2020,5.055
FEED,1000 t,CAN,SRGH,SSP2,2020,4.698
OTHU,1000 t,CAN,SRGH,SSP2,2020,0.357
CONS,1000 t dm,CAN,SRGH,SSP2,2020,4.499
FEED,1000 t dm,CAN,SRGH,SSP2,2020,4.181
OTHU,1000 t dm,CAN,SRGH,SSP2,2020,0.318
CONS,1000 t,CHN,SRGH,SSP2,2020,4715.414
FEED,1000 t,CHN,SRGH,SSP2,2020,3424.58
FOOD,1000 t,CHN,SRGH,SSP2,2020,941.265
PROD,1000 t,CHN,SRGH,SSP2,2020,4722.707
OTHU,1000 t,CHN,SRGH,SSP2,2020,349.568
CONS,1000 t dm,CHN,SRGH,SSP2,2020,4196.718
FEED,1000 t dm,CHN,SRGH,SSP2,2020,3047.877
FOOD,1000 t dm,CHN,SRGH,SSP2,2020,837.726
PROD,1000 t dm,CHN,SRGH,SSP2,2020,4203.209
OTHU,1000 t dm,CHN,SRGH,SSP2,2020,311.116
CONS,1000 t,IND,SRGH,SSP2,2020,9764.734
FEED,1000 t,IND,SRGH,SSP2,2020,856.73
FOOD,1000 t,IND,SRGH,SSP2,2020,8005.659
PROD,1000 t,IND,SRGH,SSP2,2020,9796.666
OTHU,1000 t,IND,SRGH,SSP2,2020,902.345
CONS,1000 t dm,IND,SRGH,SSP2,2020,8690.613
FEED,1000 t dm,IND,SRGH,SSP2,2020,762.489
FOOD,1000 t dm,IND,SRGH,SSP2,2020,7125.037
PROD,1000 t dm,IND,SRGH,SSP2,2020,8719.033
OTHU,1000 t dm,IND,SRGH,SSP2,2020,803.087
CONS,1000 t,WLD,SRGH,SSP2,2020,102410.844
FEED,1000 t,WLD,SRGH,SSP2,2020,56764.098
FOOD,1000 t,WLD,SRGH,SSP2,2020,36244.481
PROD,1000 t,WLD,SRGH,SSP2,2020,102410.844
OTHU,1000 t,WLD,SRGH,SSP2,2020,9402.266
CONS,1000 t dm,WLD,SRGH,SSP2,2020,91145.652
FEED,1000 t dm,WLD,SRGH,SSP2,2020,50520.047
FOOD,1000 t dm,WLD,SRGH,SSP2,2020,32257.588
PROD,1000 t dm,WLD,SRGH,SSP2,2020,91145.652
OTHU,1000 t dm,WLD,SRGH,SSP2,2020,8368.017
CONS,1000 t,OSA,SRGH,SSP2,2020,31924.784
FEED,1000 t,OSA,SRGH,SSP2,2020,31076.62
FOOD,1000 t,OSA,SRGH,SSP2,2020,261.46
PROD,1000 t,OSA,SRGH,SSP2,2020,21563.409
OTHU,1000 t,OSA,SRGH,SSP2,2020,586.704
CONS,1000 t dm,OSA,SRGH,SSP2,2020,28413.058
FEED,1000 t dm,OSA,SRGH,SSP2,2020,27658.192
FOOD,1000 t dm,OSA,SRGH,SSP2,2020,232.699
PROD,1000 t dm,OSA,SRGH,SSP2,2020,19191.434
OTHU,1000 t dm,OSA,SRGH,SSP2,2020,522.167
CONS,1000 t,EUR,SRGH,SSP2,2020,1221.195
FEED,1000 t,EUR,SRGH,SSP2,2020,1156.14
FOOD,1000 t,EUR,SRGH,SSP2,2020,0.011
PROD,1000 t,EUR,SRGH,SSP2,2020,1110.924
OTHU,1000 t,EUR,SRGH,SSP2,2020,65.043
CONS,1000 t dm,EUR,SRGH,SSP2,2020,1086.863
FEED,1000 t dm,EUR,SRGH,SSP2,2020,1028.965
FOOD,1000 t dm,EUR,SRGH,SSP2,2020,0.01
PROD,1000 t dm,EUR,SRGH,SSP2,2020,988.722
OTHU,1000 t dm,EUR,SRGH,SSP2,2020,57.888
CONS,1000 t,MEN,SRGH,SSP2,2020,3182.401
FEED,1000 t,MEN,SRGH,SSP2,2020,1728.234
FOOD,1000 t,MEN,SRGH,SSP2,2020,1224.386
PROD,1000 t,MEN,SRGH,SSP2,2020,2519.154
OTHU,1000 t,MEN,SRGH,SSP2,2020,229.781
CONS,1000 t dm,MEN,SRGH,SSP2,2020,2832.337
FEED,1000 t dm,MEN,SRGH,SSP2,2020,1538.128
FOOD,1000 t dm,MEN,SRGH,SSP2,2020,1089.703
PROD,1000 t dm,MEN,SRGH,SSP2,2020,2242.047
OTHU,1000 t dm,MEN,SRGH,SSP2,2020,204.505
CONS,1000 t,SSA,SRGH,SSP2,2020,35478.804
FEED,1000 t,SSA,SRGH,SSP2,2020,3809.024
FOOD,1000 t,SSA,SRGH,SSP2,2020,25239.781
PROD,1000 t,SSA,SRGH,SSP2,2020,37903.346
OTHU,1000 t,SSA,SRGH,SSP2,2020,6429.998
CONS,1000 t dm,SSA,SRGH,SSP2,2020,31576.135
FEED,1000 t dm,SSA,SRGH,SSP2,2020,3390.032
FOOD,1000 t dm,SSA,SRGH,SSP2,2020,22463.405
PROD,1000 t dm,SSA,SRGH,SSP2,2020,33733.978
OTHU,1000 t dm,SSA,SRGH,SSP2,2020,5722.698
CONS,1000 t,SEA,SRGH,SSP2,2020,2533.118
FEED,1000 t,SEA,SRGH,SSP2,2020,2512.063
FOOD,1000 t,SEA,SRGH,SSP2,2020,11.612
PROD,1000 t,SEA,SRGH,SSP2,2020,188.941
OTHU,1000 t,SEA,SRGH,SSP2,2020,9.443
CONS,1000 t dm,SEA,SRGH,SSP2,2020,2254.475
FEED,1000 t dm,SEA,SRGH,SSP2,2020,2235.736
FOOD,1000 t dm,SEA,SRGH,SSP2,2020,10.334
PROD,1000 t dm,SEA,SRGH,SSP2,2020,168.157
OTHU,1000 t dm,SEA,SRGH,SSP2,2020,8.404
CONS,1000 t,OAS,SRGH,SSP2,2020,292.974
FEED,1000 t,OAS,SRGH,SSP2,2020,65.316
FOOD,1000 t,OAS,SRGH,SSP2,2020,212.301
PROD,1000 t,OAS,SRGH,SSP2,2020,277.332
OTHU,1000 t,OAS,SRGH,SSP2,2020,15.356
CONS,1000 t dm,OAS,SRGH,SSP2,2020,260.746
FEED,1000 t dm,OAS,SRGH,SSP2,2020,58.132
FOOD,1000 t dm,OAS,SRGH,SSP2,2020,188.948
PROD,1000 t dm,OAS,SRGH,SSP2,2020,246.825
OTHU,1000 t dm,OAS,SRGH,SSP2,2020,13.667
CONS,1000 t,ANZ,SUGC,SSP2,2020,27988.762
FEED,1000 t,ANZ,SUGC,SSP2,2020,3104.729
FOOD,1000 t,ANZ,SUGC,SSP2,2020,8823.353
PROD,1000 t,ANZ,SUGC,SSP2,2020,45771.789
OTHU,1000 t,ANZ,SUGC,SSP2,2020,16060.68
CONS,1000 t dm,ANZ,SUGC,SSP2,2020,6997.19
FEED,1000 t dm,ANZ,SUGC,SSP2,2020,776.182
FOOD,1000 t dm,ANZ,SUGC,SSP2,2020,2205.838
PROD,1000 t dm,ANZ,SUGC,SSP2,2020,11442.947
OTHU,1000 t dm,ANZ,SUGC,SSP2,2020,4015.17
CONS,1000 t,USA,SUGC,SSP2,2020,58918.384
FEED,1000 t,USA,SUGC,SSP2,2020,10367.987
FOOD,1000 t,USA,SUGC,SSP2,2020,48223.861
PROD,1000 t,USA,SUGC,SSP2,2020,40204.821
OTHU,1000 t,USA,SUGC,SSP2,2020,326.536
CONS,1000 t dm,USA,SUGC,SSP2,2020,14729.596
FEED,1000 t dm,USA,SUGC,SSP2,2020,2591.997
FOOD,1000 t dm,USA,SUGC,SSP2,2020,12055.965
PROD,1000 t dm,USA,SUGC,SSP2,2020,10051.205
OTHU,1000 t dm,USA,SUGC,SSP2,2020,81.634
CONS,1000 t,FSU,SUGC,SSP2,2020,39055.764
FEED,1000 t,FSU,SUGC,SSP2,2020,1930.066
FOOD,1000 t,FSU,SUGC,SSP2,2020,35245.194
OTHU,1000 t,FSU,SUGC,SSP2,2020,1880.505
CONS,1000 t dm,FSU,SUGC,SSP2,2020,9763.941
FEED,1000 t dm,FSU,SUGC,SSP2,2020,482.516
FOOD,1000 t dm,FSU,SUGC,SSP2,2020,8811.298
OTHU,1000 t dm,FSU,SUGC,SSP2,2020,470.126
CONS,1000 t,BRA,SUGC,SSP2,2020,493078.58
FEED,1000 t,BRA,SUGC,SSP2,2020,15308.77
FOOD,1000 t,BRA,SUGC,SSP2,2020,103758.865
PROD,1000 t,BRA,SUGC,SSP2,2020,579927.609
OTHU,1000 t,BRA,SUGC,SSP2,2020,374010.945
CONS,1000 t dm,BRA,SUGC,SSP2,2020,123269.645
FEED,1000 t dm,BRA,SUGC,SSP2,2020,3827.192
FOOD,1000 t dm,BRA,SUGC,SSP2,2020,25939.716
PROD,1000 t dm,BRA,SUGC,SSP2,2020,144981.902
OTHU,1000 t dm,BRA,SUGC,SSP2,2020,93502.736
CONS,1000 t,CAN,SUGC,SSP2,2020,10465.554
FEED,1000 t,CAN,SUGC,SSP2,2020,1663.321
FOOD,1000 t,CAN,SUGC,SSP2,2020,8802.233
OTHU,1000 t,CAN,SUGC,SSP2,2020,0
CONS,1000 t dm,CAN,SUGC,SSP2,2020,2616.388
FEED,1000 t dm,CAN,SUGC,SSP2,2020,415.83
FOOD,1000 t dm,CAN,SUGC,SSP2,2020,2200.558
OTHU,1000 t dm,CAN,SUGC,SSP2,2020,0
CONS,1000 t,CHN,SUGC,SSP2,2020,154455.866
FEED,1000 t,CHN,SUGC,SSP2,2020,29344.762
FOOD,1000 t,CHN,SUGC,SSP2,2020,109295.258
PROD,1000 t,CHN,SUGC,SSP2,2020,33.958
OTHU,1000 t,CHN,SUGC,SSP2,2020,15815.845
CONS,1000 t dm,CHN,SUGC,SSP2,2020,38613.966
FEED,1000 t dm,CHN,SUGC,SSP2,2020,7336.191
FOOD,1000 t dm,CHN,SUGC,SSP2,2020,27323.815
PROD,1000 t dm,CHN,SUGC,SSP2,2020,8.49
OTHU,1000 t dm,CHN,SUGC,SSP2,2020,3953.961
CONS,1000 t,IND,SUGC,SSP2,2020,440389.164
FEED,1000 t,IND,SUGC,SSP2,2020,33202.404
FOOD,1000 t,IND,SUGC,SSP2,2020,364733.615
PROD,1000 t,IND,SUGC,SSP2,2020,462887.176
OTHU,1000 t,IND,SUGC,SSP2,2020,42453.145
CONS,1000 t dm,IND,SUGC,SSP2,2020,110097.291
FEED,1000 t dm,IND,SUGC,SSP2,2020,8300.601
FOOD,1000 t dm,IND,SUGC,SSP2,2020,91183.404
PROD,1000 t dm,IND,SUGC,SSP2,2020,115721.794
OTHU,1000 t dm,IND,SUGC,SSP2,2020,10613.286
CONS,1000 t,WLD,SUGC,SSP2,2020,2098193.978
FEED,1000 t,WLD,SUGC,SSP2,2020,207721.612
FOOD,1000 t,WLD,SUGC,SSP2,2020,1190285.531
PROD,1000 t,WLD,SUGC,SSP2,2020,2098193.978
OTHU,1000 t,WLD,SUGC,SSP2,2020,700186.835
CONS,1000 t dm,WLD,SUGC,SSP2,2020,524548.495
FEED,1000 t dm,WLD,SUGC,SSP2,2020,51930.403
FOOD,1000 t dm,WLD,SUGC,SSP2,2020,297571.383
PROD,1000 t dm,WLD,SUGC,SSP2,2020,524548.495
OTHU,1000 t dm,WLD,SUGC,SSP2,2020,175046.709
CONS,1000 t,OSA,SUGC,SSP2,2020,219158.334
FEED,1000 t,OSA,SUGC,SSP2,2020,38491.998
FOOD,1000 t,OSA,SUGC,SSP2,2020,127676.59
PROD,1000 t,OSA,SUGC,SSP2,2020,354340.471
OTHU,1000 t,OSA,SUGC,SSP2,2020,52989.746
CONS,1000 t dm,OSA,SUGC,SSP2,2020,54789.584
FEED,1000 t dm,OSA,SUGC,SSP2,2020,9623
FOOD,1000 t dm,OSA,SUGC,SSP2,2020,31919.148
PROD,1000 t dm,OSA,SUGC,SSP2,2020,88585.118
OTHU,1000 t dm,OSA,SUGC,SSP2,2020,13247.437
CONS,1000 t,EUR,SUGC,SSP2,2020,33678.826
FEED,1000 t,EUR,SUGC,SSP2,2020,5841.721
FOOD,1000 t,EUR,SUGC,SSP2,2020,24660.969
PROD,1000 t,EUR,SUGC,SSP2,2020,443.748
OTHU,1000 t,EUR,SUGC,SSP2,2020,3176.136
CONS,1000 t dm,EUR,SUGC,SSP2,2020,8419.706
FEED,1000 t dm,EUR,SUGC,SSP2,2020,1460.43
FOOD,1000 t dm,EUR,SUGC,SSP2,2020,6165.242
PROD,1000 t dm,EUR,SUGC,SSP2,2020,110.937
OTHU,1000 t dm,EUR,SUGC,SSP2,2020,794.034
CONS,1000 t,MEN,SUGC,SSP2,2020,67372.134
FEED,1000 t,MEN,SUGC,SSP2,2020,8395.615
FOOD,1000 t,MEN,SUGC,SSP2,2020,54122.933
PROD,1000 t,MEN,SUGC,SSP2,2020,39239.018
OTHU,1000 t,MEN,SUGC,SSP2,2020,4853.585
CONS,1000 t dm,MEN,SUGC,SSP2,2020,16843.033
FEED,1000 t dm,MEN,SUGC,SSP2,2020,2098.904
FOOD,1000 t dm,MEN,SUGC,SSP2,2020,13530.733
PROD,1000 t dm,MEN,SUGC,SSP2,2020,9809.754
OTHU,1000 t dm,MEN,SUGC,SSP2,2020,1213.396
CONS,1000 t,SSA,SUGC,SSP2,2020,126936.524
FEED,1000 t,SSA,SUGC,SSP2,2020,17059.971
FOOD,1000 t,SSA,SUGC,SSP2,2020,83011.029
PROD,1000 t,SSA,SUGC,SSP2,2020,148657.997
OTHU,1000 t,SSA,SUGC,SSP2,2020,26865.523
CONS,1000 t dm,SSA,SUGC,SSP2,2020,31734.131
FEED,1000 t dm,SSA,SUGC,SSP2,2020,4264.993
FOOD,1000 t dm,SSA,SUGC,SSP2,2020,20752.757
PROD,1000 t dm,SSA,SUGC,SSP2,2020,37164.499
OTHU,1000 t dm,SSA,SUGC,SSP2,2020,6716.38
CONS,1000 t,SEA,SUGC,SSP2,2020,298875.764
